instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruct_pages.thisRepN,instruct_pages.thisTrialN,instruct_pages.thisN,instruct_pages.thisIndex,instruct_pages.ran,pageN,instruct_text,participant,order,session,gender,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimImage,stimWord,CorrAns
0.1171875,-0.372395833,1,0,0,instr_done_button,0,0,0,0,1,1,"You will be presented with words or images to classify into categories using either the 'A' or 'L' key. 
 
Try to go as fast as possible while making as few mistakes as possible. 
",3546,1,001,male,2024-03-20_16h53.18.326,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,
0.1171875,-0.372395833,1,0,0,instr_done_button,0,1,1,1,1,2,"Keep in mind: 
 
1) Labels at the top of the screen indicate which catogory goes with which key. 
 
2) Each word or image has a correct catogory classification 
 
3) Keep your index fingers on the A and L keys to enable a rapid response. 
 
4) The test gives no results if you go slow- please try to go as fast as possible 
",3546,1,001,male,2024-03-20_16h53.18.326,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,3546,1,001,male,2024-03-20_16h53.18.326,openIAT,2020.1.0rc3,Win32,60,,0,0.287760417,-0.338541667,1,0,0,0.7464,button_right,0.7464,1,0,0,0,3,1,stimuli/blank.png,Hurt,l
,,,,,,,,,,,,,3546,1,001,male,2024-03-20_16h53.18.326,openIAT,2020.1.0rc3,Win32,60,,0,0.282552083,-0.328125,1,0,0,0.3148,button_right,0.3148,1,0,1,1,9,1,stimuli/blank.png,Nasty,l
,,,,,,,,,,,,,3546,1,001,male,2024-03-20_16h53.18.326,openIAT,2020.1.0rc3,Win32,60,,0,0.283854167,-0.322916667,1,0,0,0.3315,button_right,0.3315,0,0,2,2,6,1,stimuli/blank.png,Love,a
,,,,,,,,,,,,,3546,1,001,male,2024-03-20_16h53.18.326,openIAT,2020.1.0rc3,Win32,60,,0,0.28125,-0.283854167,1,0,0,0.4824,button_right,0.4824,1,0,3,3,5,1,stimuli/blank.png,Agony,l
,,,,,,,,,,,,,3546,1,001,male,2024-03-20_16h53.18.326,openIAT,2020.1.0rc3,Win32,60,,0,0.278645833,-0.283854167,1,0,0,0.4162,button_right,0.4162,1,0,4,4,1,1,stimuli/blank.png,Bad,l
,,,,,,,,,,,,,3546,1,001,male,2024-03-20_16h53.18.326,openIAT,2020.1.0rc3,Win32,60,,0,0.278645833,-0.283854167,1,0,0,1.2312,button_right,1.2312,1,0,5,5,7,1,stimuli/blank.png,Evil,l
,,,,,,,,,,,,,3546,1,001,male,2024-03-20_16h53.18.326,openIAT,2020.1.0rc3,Win32,60,,0,0.278645833,-0.283854167,1,0,0,2.1325,button_right,2.1325,0,0,6,6,8,1,stimuli/blank.png,Joy,a
,,,,,,,,,,,,,3546,1,001,male,2024-03-20_16h53.18.326,openIAT,2020.1.0rc3,Win32,60,,0,0.278645833,-0.283854167,1,0,0,3.3806,button_right,3.3806,0,0,7,7,0,1,stimuli/blank.png,Good,a
,,,,,,,,,,,,,3546,1,001,male,2024-03-20_16h53.18.326,openIAT,2020.1.0rc3,Win32,60,,0,0.274739583,-0.286458333,1,0,0,6.9657,button_right,6.9657,0,0,8,8,2,1,stimuli/blank.png,Happy,a
