instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruct_pages.thisRepN,instruct_pages.thisTrialN,instruct_pages.thisN,instruct_pages.thisIndex,instruct_pages.ran,pageN,instruct_text,participant,order,session,gender,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimImage,stimWord,CorrAns,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,conds_file,label_left,label_right
-0.039351852,-0.393518519,1,0,0,instr_done_button,0,0,0,0,1,1,"You will be presented with words or images to classify into categories using either the 'A' or 'L' key. 
 
Try to go as fast as possible while making as few mistakes as possible. 
",ilona,1,001,female,2021-01-07_15h50.10.234,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.039351852,-0.393518519,1,0,0,instr_done_button,0,1,1,1,1,2,"Keep in mind: 
 
1) Labels at the top of the screen indicate which catogory goes with which key. 
 
2) Each word or image has a correct catogory classification 
 
3) Keep your index fingers on the A and L keys to enable a rapid response. 
 
4) The test gives no results if you go slow- please try to go as fast as possible 
",ilona,1,001,female,2021-01-07_15h50.10.234,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ilona,1,001,female,2021-01-07_15h50.10.234,openIAT,2020.1.0rc3,Win32,60,,0,-0.258101852,-0.280092593,1,0,0,4.96,button_left,4.96,1,0,0,0,4,1,stimuli/blank.png,Pleasure,a,,,,,,,,
,,,,,,,,,,,,,ilona,1,001,female,2021-01-07_15h50.10.234,openIAT,2020.1.0rc3,Win32,60,,0,0.418981481,-0.290509259,1,0,0,1.546,button_right,1.546,1,0,1,1,7,1,stimuli/blank.png,Evil,l,,,,,,,,
,,,,,,,,,,,,,ilona,1,001,female,2021-01-07_15h50.10.234,openIAT,2020.1.0rc3,Win32,60,,0,0.325231481,-0.229166667,1,0,0,1.546,button_right,1.546,1,0,2,2,1,1,stimuli/blank.png,Bad,l,,,,,,,,
,,,,,,,,,,,,,ilona,1,001,female,2021-01-07_15h50.10.234,openIAT,2020.1.0rc3,Win32,60,,0,-0.289351852,-0.326388889,1,0,0,1.697,button_left,1.697,1,0,3,3,8,1,stimuli/blank.png,Joy,a,,,,,,,,
,,,,,,,,,,,,,ilona,1,001,female,2021-01-07_15h50.10.234,openIAT,2020.1.0rc3,Win32,60,,0,-0.275462963,-0.332175926,1,0,0,3.314,button_left,3.314,0,0,4,4,5,1,stimuli/blank.png,Agony,l,,,,,,,,
,,,,,,,,,,,,,ilona,1,001,female,2021-01-07_15h50.10.234,openIAT,2020.1.0rc3,Win32,60,,0,-0.324074074,-0.288194444,1,0,0,1.979,button_left,1.979,1,0,5,5,6,1,stimuli/blank.png,Love,a,,,,,,,,
,,,,,,,,,,,,,ilona,1,001,female,2021-01-07_15h50.10.234,openIAT,2020.1.0rc3,Win32,60,,0,-0.3125,-0.289351852,1,0,0,1.132,button_left,1.132,0,0,6,6,9,1,stimuli/blank.png,Nasty,l,,,,,,,,
,,,,,,,,,,,,,ilona,1,001,female,2021-01-07_15h50.10.234,openIAT,2020.1.0rc3,Win32,60,,0,-0.359953704,-0.284722222,1,0,0,2.981,button_left,2.981,0,0,7,7,3,1,stimuli/blank.png,Hurt,l,,,,,,,,
,,,,,,,,,,,,,ilona,1,001,female,2021-01-07_15h50.10.234,openIAT,2020.1.0rc3,Win32,60,,0,-0.359953704,-0.284722222,1,0,0,0.715,button_left,0.715,1,0,8,8,0,1,stimuli/blank.png,Good,a,,,,,,,,
,,,,,,,,,,,,,ilona,1,001,female,2021-01-07_15h50.10.234,openIAT,2020.1.0rc3,Win32,60,,0,-0.359953704,-0.284722222,1,0,0,4.496,button_left,4.496,1,0,9,9,2,1,stimuli/blank.png,Happy,a,,,,,,,,
,,,,,,,,,,,,,ilona,1,001,female,2021-01-07_15h50.10.234,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,pos_neg_train.xlsx,"A = 
Positive","L = 
Negative"
,,,,,,,,,,,,,ilona,1,001,female,2021-01-07_15h50.10.234,openIAT,2020.1.0rc3,Win32,60,,0,0.296296296,-0.310185185,1,0,0,2.896,button_right,2.896,0,0,0,0,7,1,stimuli/white_4.jpg,NaN,a,,,,,,,,
