instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruct_pages.thisRepN,instruct_pages.thisTrialN,instruct_pages.thisN,instruct_pages.thisIndex,instruct_pages.ran,pageN,instruct_text,participant,order,session,gender,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimImage,stimWord,CorrAns
0.066666646,-0.402472547,1,0,0,instr_done_button,0,0,0,0,1,1,"You will be presented with words or images to classify into categories using either the 'A' or 'L' key. 
 
Try to go as fast as possible while making as few mistakes as possible. 
",koko,1,001,male,2022-07-10_10h07.44.401,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,
0.066666646,-0.402472547,1,0,0,instr_done_button,0,1,1,1,1,2,"Keep in mind: 
 
1) Labels at the top of the screen indicate which catogory goes with which key. 
 
2) Each word or image has a correct catogory classification 
 
3) Keep your index fingers on the A and L keys to enable a rapid response. 
 
4) The test gives no results if you go slow- please try to go as fast as possible 
",koko,1,001,male,2022-07-10_10h07.44.401,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,koko,1,001,male,2022-07-10_10h07.44.401,openIAT,2020.1.0rc3,Win32,60,,0,-0.423076925,-0.37170323,1,0,0,0.5332,button_left,0.5332,1,0,0,0,0,1,stimuli/blank.png,Good,a
,,,,,,,,,,,,,koko,1,001,male,2022-07-10_10h07.44.401,openIAT,2020.1.0rc3,Win32,60,,0,0.310256397,-0.33067764,1,0,0,0.2832,button_right,0.2832,1,0,1,1,1,1,stimuli/blank.png,Bad,l
,,,,,,,,,,,,,koko,1,001,male,2022-07-10_10h07.44.401,openIAT,2020.1.0rc3,Win32,60,,0,-0.302564099,-0.343498137,1,0,0,0.2988,button_left,0.2988,1,0,2,2,8,1,stimuli/blank.png,Joy,a
,,,,,,,,,,,,,koko,1,001,male,2022-07-10_10h07.44.401,openIAT,2020.1.0rc3,Win32,60,,0,0.274358944,-0.294780249,1,0,0,0.2671,button_right,0.2671,1,0,3,3,3,1,stimuli/blank.png,Hurt,l
,,,,,,,,,,,,,koko,1,001,male,2022-07-10_10h07.44.401,openIAT,2020.1.0rc3,Win32,60,,0,-0.271794876,-0.320421242,1,0,0,0.3163,button_left,0.3163,0,0,4,4,9,1,stimuli/blank.png,Nasty,l
,,,,,,,,,,,,,koko,1,001,male,2022-07-10_10h07.44.401,openIAT,2020.1.0rc3,Win32,60,,0,0.243589752,-0.33067764,1,0,0,0.1499,button_right,0.1499,0,0,5,5,4,1,stimuli/blank.png,Pleasure,a
,,,,,,,,,,,,,koko,1,001,male,2022-07-10_10h07.44.401,openIAT,2020.1.0rc3,Win32,60,,0,-0.330769239,-0.346062236,1,0,0,0.533,button_left,0.533,0,0,6,6,7,1,stimuli/blank.png,Evil,l
,,,,,,,,,,,,,koko,1,001,male,2022-07-10_10h07.44.401,openIAT,2020.1.0rc3,Win32,60,,0,0.282051242,-0.307600745,1,0,0,0.2657,button_right,0.2657,0,0,7,7,2,1,stimuli/blank.png,Happy,a
